StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
1/8/2021 12:21,1/8/2021 12:22,Spam,73.136.155.223,100,39,TRUE,1/8/2021 12:22,R_31uCLPwSjVCx34m,,,,,29.6730957,-95.58560181,anonymous,EN,A1F1TBDHPYAAXT,TRUE,TRUE,TRUE,Yes,Yes,Yes,71,Male,United States of America,4-year College Degree,Chemistry,Chrome,87.0.4280.141,Windows NT 6.1,1536x864,,A1F1TBDHPYAAXT,39O6Z4JLX2XWH3JWO706XZ0SIV5VXV,36V4Q8R5ZK0V43M5E39P4FHHJ0SQMI,mediumfov,FL_79
1/8/2021 12:39,1/8/2021 12:40,IP Address,96.236.147.85,100,35,TRUE,1/8/2021 12:40,R_2qye0s6SadR6BCx,,,,,40.46420288,-79.94480133,anonymous,EN,test0989080890,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Male,Bolivia,Doctoral Degree,,Chrome,87.0.4280.88,Windows NT 10.0,1920x1080,,,,,easyfov,FL_77
1/8/2021 12:55,1/8/2021 12:59,IP Address,173.190.15.131,100,254,TRUE,1/8/2021 12:59,R_1DMTRnVeEqXGVXT,,,,,37.10270691,-84.54319763,anonymous,EN,A30MP4LXV4MIFD,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Male,United States of America,Some College,Transportation course,Chrome,86.0.4240.75,Windows NT 10.0,1920x1080,,A30MP4LXV4MIFD,39O6Z4JLX2XWH3JWO706XZ0SIV5VXV,36V4Q8R5ZK0V43M5E39P4FHHJ0SQMI,mediummap,FL_80
1/8/2021 14:49,1/8/2021 14:53,IP Address,104.231.89.23,100,211,TRUE,1/8/2021 14:53,R_1CCnFclamhjkkka,,,,,41.63250732,-81.40339661,anonymous,EN,A8C3WNWRBWUXO,TRUE,TRUE,TRUE,Yes,Yes,Yes,49,Male,United States of America,Some College,Philosophy,Chrome,88.0.4324.79,Windows NT 10.0,1920x1080,,A8C3WNWRBWUXO,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,3OONKJ5DKCJW005S81RC1UBNS0DOBQ,easyfov,FL_77
1/8/2021 14:52,1/8/2021 14:55,IP Address,73.46.79.2,100,209,TRUE,1/8/2021 14:55,R_2TS0NaNGHLvuoH5,,,,,26.00700378,-80.12190247,anonymous,EN,ACKG8OU1KHKO2,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Male,United States of America,4-year College Degree,IT,Chrome,87.0.4280.88,Macintosh,2560x1440,,ACKG8OU1KHKO2,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,3HYA4D452RJ86AS3Q5FBD7Z56TA2FH,mediummap,FL_80
1/8/2021 15:10,1/8/2021 15:12,IP Address,216.57.252.110,100,123,TRUE,1/8/2021 15:12,R_3MmMMTwF8OcmT7Q,,,,,38.15510559,-79.06079865,anonymous,EN,A4LCG4MSNJRUF,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Female,United States of America,4-year College Degree,History,Chrome,87.0.4280.101,Windows NT 6.1,1920x1080,,A4LCG4MSNJRUF,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,3B3WTRP3DB2Z501QNJFJ3BDU3VF92W,mediumfov,FL_79
1/8/2021 15:52,1/8/2021 15:54,IP Address,73.243.197.166,100,121,TRUE,1/8/2021 15:54,R_2zTvw905rgdvST1,,,,,39.62530518,-104.7863007,anonymous,EN,A2VRDE2FHCBMF8,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Male,United States of America,Some College,Architecture,Chrome,87.0.4280.88,Windows NT 10.0,1920x1080,,A2VRDE2FHCBMF8,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,36NEMU28XFD0O0IRQC8VW4Z371JMWS,hardfov,FL_81
1/11/2021 13:12,1/11/2021 13:12,IP Address,74.98.214.227,100,34,TRUE,1/11/2021 13:12,R_1rqPFmOTYGFXIBW,,,,,40.45620728,-79.81629944,anonymous,EN,JFTESTING,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Non-Binary,Algeria,2-year College Degree,,Chrome,87.0.4280.88,Windows NT 10.0,1366x768,,,,,easymap,FL_78
1/11/2021 14:51,1/11/2021 14:52,IP Address,68.8.163.160,100,98,TRUE,1/11/2021 14:52,R_30dCW7b8WZlGW9Z,,,,,32.76379395,-117.0699997,anonymous,EN,A26NGLGGFTATVN,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Male,United States of America,High School / GED,NA,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A26NGLGGFTATVN,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,3ITXP059PWJHGBVX3AL2JN41X0HSJG,hardmap,FL_82
1/11/2021 14:56,1/11/2021 15:01,IP Address,24.153.48.30,100,298,TRUE,1/11/2021 15:01,R_3KwkoLCvxtCLpHa,,,,,38.28210449,-77.13059998,anonymous,EN,A1DX0Z20W07YOR,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Female,United States of America,High School / GED,General Education,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1DX0Z20W07YOR,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,3QILPRALQ5VVGH794A7PV3LHUQG8N1,easymap,FL_78
1/11/2021 15:11,1/11/2021 15:13,IP Address,71.207.19.184,100,146,TRUE,1/11/2021 15:13,R_1M5qen1Wjb1Kx3e,,,,,39.95170593,-76.70639801,anonymous,EN,A27SMEOPKV84VI,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Female,United States of America,High School / GED,n/a,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A27SMEOPKV84VI,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,3TK8OJTYM1LTUEFZSIVRR6AK53JPVK,easyfov,FL_77
1/11/2021 15:19,1/11/2021 15:20,IP Address,47.134.10.175,100,66,TRUE,1/11/2021 15:20,R_2PpVTDwKMjzCq8y,,,,,35.21710205,-79.2562027,anonymous,EN,AMV1E7FFPVAW4,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,Some College,Medical Billing,Chrome,87.0.4280.141,Windows NT 6.3,1366x768,,AMV1E7FFPVAW4,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,32UTUBMZ7GWRQKEP9DDQWM5VOZ2VB3,hardfov,FL_81
1/11/2021 15:32,1/11/2021 15:39,IP Address,72.239.189.192,100,422,TRUE,1/11/2021 15:39,R_2b1Mzc9TwjSQhz0,,,,,28.59779358,-81.30239868,anonymous,EN,A3N4L5F7CEY0B2,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,2-year College Degree,Computer Science/ Information Technology,Chrome,87.0.4280.88,Windows NT 6.1,1680x1050,,A3N4L5F7CEY0B2,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,3X65QVEQI0N74KU1997FKXDBFM1CL9,mediumfov,FL_79
1/11/2021 15:42,1/11/2021 15:45,IP Address,96.58.8.22,100,142,TRUE,1/11/2021 15:45,R_25EKGIHynWg1Aix,,,,,28.07910156,-82.52449799,anonymous,EN,AUFUUD4WG9CVO,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,History,Chrome,87.0.4280.88,Windows NT 10.0,1920x1080,,AUFUUD4WG9CVO,3UQ1LLR26A8HPLZ9ZT6MQIRSQEMALJ,39GXDJN2OTE8OMGI61TG5KFUGTK8VK,hardmap,FL_82
1/12/2021 10:43,1/12/2021 10:46,IP Address,174.106.148.44,100,176,TRUE,1/12/2021 10:46,R_ALRglKBl5LJKjN7,,,,,34.43440247,-77.92340088,anonymous,EN,A3QRZPJT2CT2IK,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Female,United States of America,2-year College Degree,Business,Chrome,87.0.4280.88,Macintosh,1440x900,,A3QRZPJT2CT2IK,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3570Y55XZPJ4LVH5UASO4W0MMVEGY0,mediummap,FL_80
1/12/2021 10:55,1/12/2021 11:01,IP Address,173.191.202.60,100,333,TRUE,1/12/2021 11:01,R_2TnpPAyq5YY9xV4,,,,,41.03529358,-92.79239655,anonymous,EN,A1IFIK8J49WBER,TRUE,TRUE,TRUE,Yes,Yes,Yes,58,Female,United States of America,High School / GED,n/a,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1IFIK8J49WBER,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3DIP6YHAPCSRMBUWBB465GR8G0WE83,mediumfov,FL_79
1/12/2021 11:06,1/12/2021 11:09,IP Address,205.178.67.43,100,155,TRUE,1/12/2021 11:09,R_1gcPAoKjcavnG0j,,,,,41.90319824,-87.63829803,anonymous,EN,APGX2WZ59OWDN,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,4-year College Degree,economics,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,APGX2WZ59OWDN,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,34PGFRQONOBANSC6NFV3GC7M3FVJW8,hardmap,FL_82
1/12/2021 11:40,1/12/2021 11:44,IP Address,216.57.173.129,100,260,TRUE,1/12/2021 11:44,R_r8cE3fHfjPOth8B,,,,,43.79139709,-116.9360046,anonymous,EN,A2XSGALF8O9ISQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,2-year College Degree,Nursing,Chrome,87.0.4280.141,Windows NT 10.0,1680x1050,,A2XSGALF8O9ISQ,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3BWI6RSP7G9NMXPD16C0RGVD5GQE7G,mediummap,FL_80
1/12/2021 12:33,1/12/2021 12:44,IP Address,70.95.73.142,100,634,TRUE,1/12/2021 12:44,R_3HksNmmPX5nWxVk,,,,,32.95109558,-117.2240982,anonymous,EN,A3LRZX8477TYYZ,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,Masters Degree,Chemistry,Chrome,87.0.4280.88,Windows NT 10.0,2560x1440,,A3LRZX8477TYYZ,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3TE3O857308590XCH0F5UWDO9PUR2Q,easyfov,FL_77
1/12/2021 15:24,1/12/2021 15:26,IP Address,75.177.104.109,100,154,TRUE,1/12/2021 15:26,R_2c8Ef8Enya2saWw,,,,,36.50019836,-80.61630249,anonymous,EN,A2C84POENS2UNY,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,Masters Degree,accounting,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2C84POENS2UNY,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3SUWZRL0MYD4IXB8IW78L2VHA5D6EG,easymap,FL_78
1/12/2021 16:11,1/12/2021 16:14,IP Address,174.82.221.173,100,194,TRUE,1/12/2021 16:14,R_2QDIowVyPWRPJ5x,,,,,43.03439331,-89.5007019,anonymous,EN,A2SD7GN80U31GW,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,4-year College Degree,Visual Art,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A2SD7GN80U31GW,3J9UN9O9J3SFTIDR46XGLX2ND4W0J9,3SUWZRL0MYD4IXB8IW78L2VHA5D6EG,hardfov,FL_81
1/8/2021 14:56,1/8/2021 14:57,IP Address,173.48.239.240,90,76,FALSE,1/15/2021 14:57,R_2fycyrf1ijGIlzG,,,,,,,anonymous,EN,ASF5V3K4IFP4K,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,english,Chrome,87.0.4280.88,Windows NT 10.0,1280x720,,ASF5V3K4IFP4K,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,3B3WTRP3DB2Z501QNJFJ3BDU3VF92W,FS_2fycyrf1ijGIlzG,
1/8/2021 15:47,1/8/2021 15:50,IP Address,73.243.197.166,95,138,FALSE,1/15/2021 15:50,R_3EAs2YwzhDxoyLF,,,,,,,anonymous,EN,A2VRDE2FHCBMF8,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Male,United States of America,Some College,Architecture,Chrome,87.0.4280.101,Android 9,360x720,,A2VRDE2FHCBMF8,3M67TQBQQHOMOJY0AW3WL90XQIG9AS,36NEMU28XFD0O0IRQC8VW4Z371JMWS,FS_3EAs2YwzhDxoyLF,
1/20/2021 10:25,1/20/2021 10:26,IP Address,107.200.209.55,100,96,TRUE,1/20/2021 10:26,R_Dl5II72Lkxq81Ut,,,,,33.39500427,-86.83480072,anonymous,EN,A3KFFIBJZVM0J2,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,4-year College Degree,Computer Science,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A3KFFIBJZVM0J2,36U4VBVNQODC7S8KAIK9CVCL3F9URN,39U1BHVTDLR7AX6NPPY5DLJY31IT3X,hardfov,FL_81
1/20/2021 10:21,1/20/2021 10:26,IP Address,104.244.145.206,100,296,TRUE,1/20/2021 10:26,R_1rldGwfCVJSHoby,,,,,32.14430237,-85.71489716,anonymous,EN,A2Z6NL0CTXY0ZB,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Female,United States of America,High School / GED,,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A2Z6NL0CTXY0ZB,36U4VBVNQODC7S8KAIK9CVCL3F9URN,3TU5ZICBRD1GJEK1K2Z6ZXGMZGBQ88,easymap,FL_78
1/20/2021 10:23,1/20/2021 10:27,IP Address,96.10.215.74,100,186,TRUE,1/20/2021 10:27,R_3sdLZyFA1EPg8j1,,,,,36.3401947,-79.66220093,anonymous,EN,A2JV0ESAFE7VXL,TRUE,TRUE,TRUE,Yes,Yes,Yes,66,Male,United States of America,Some College,Biblical studies,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2JV0ESAFE7VXL,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,35GMH2SV3EHU73HCIST222H8VIREON,mediummap,FL_80
1/20/2021 10:32,1/20/2021 10:33,IP Address,172.58.172.57,100,81,TRUE,1/20/2021 10:33,R_3GBoxaIeqktxb21,,,,,28.32989502,-81.35590363,anonymous,EN,A1B5SSGMTAQ9B5,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,"Professional Degree (JD, MD)",Nursing,Chrome,87.0.4280.141,Android 11,412x915,,A1B5SSGMTAQ9B5,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3GGAI1SQEVYRA2CM9L8UKAS0F6ZMCN,hardmap,FL_82
1/20/2021 10:29,1/20/2021 10:34,IP Address,72.228.149.218,100,296,TRUE,1/20/2021 10:34,R_3iWrnV5GUxfrVM5,,,,,42.63659668,-79.04969788,anonymous,EN,A2PSR3CMNR1R9X,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,High School / GED,General,Edge,84.0.522.52,Windows NT 10.0,1366x768,,A2PSR3CMNR1R9X,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3I0BTBYZAXL7AR6KG83LJ4D6FRH0YZ,easyfov,FL_77
1/20/2021 10:30,1/20/2021 10:35,IP Address,73.184.101.149,100,275,TRUE,1/20/2021 10:35,R_3KoOObYBXP6WuLD,,,,,33.89830017,-84.58930206,anonymous,EN,A1B14CS9DW7008,TRUE,TRUE,TRUE,Yes,Yes,Yes,45,Female,United States of America,4-year College Degree,Public Health,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1366x768,,A1B14CS9DW7008,36U4VBVNQODC7S8KAIK9CVCL3F9URN,3ATPCQ38J8A3B4428A0E8APJODSYAN,mediumfov,FL_79
1/20/2021 10:32,1/20/2021 10:39,IP Address,67.52.14.26,100,417,TRUE,1/20/2021 10:39,R_1mI8M1TXoPmJmDI,,,,,43.21890259,-88.11650085,anonymous,EN,A2YC6PEMIRSOAA,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,High School / GED,,Chrome,87.0.4280.141,Windows NT 6.1,1280x1024,,A2YC6PEMIRSOAA,36U4VBVNQODC7S8KAIK9CVCL3F9URN,3QECW5O0KH1AOCTR38MYSIHIHX9T5N,mediummap,FL_80
1/20/2021 10:37,1/20/2021 10:41,IP Address,74.72.142.129,100,235,TRUE,1/20/2021 10:41,R_2YnCJ320ljF894t,,,,,41.59469604,-74.50360107,anonymous,EN,A147F5PJTHOB8A,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Male,United States of America,High School / GED,IT,Chrome,87.0.4280.141,Windows NT 10.0,2560x1440,,A147F5PJTHOB8A,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3NS0A6KXC484QLRAQWU7I39OS29GZ8,easymap,FL_78
1/20/2021 10:34,1/20/2021 10:49,IP Address,98.167.113.206,100,922,TRUE,1/20/2021 10:49,R_DpMWGOhqugFspk5,,,,,36.05880737,-115.3104019,anonymous,EN,A222R4PNCF08OF,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,2-year College Degree,healthcare,Chrome,84.0.4147.125,Macintosh,1920x1200,,A222R4PNCF08OF,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,320DUZ38G7MEQ6M68ARLU9LY94WJGQ,hardmap,FL_82
1/20/2021 10:47,1/20/2021 10:55,IP Address,73.31.57.196,100,466,TRUE,1/20/2021 10:55,R_vvq1oSPjGweSjRv,,,,,37.2696991,-81.22119904,anonymous,EN,A21ZYTE6WOKUA,TRUE,TRUE,TRUE,Yes,Yes,Yes,47,Male,United States of America,4-year College Degree,Finance ,Chrome,85.0.4183.102,Windows NT 10.0,1366x768,,A21ZYTE6WOKUA,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3P4RDNWND56SMXS1YYROFLYEOHOJII,hardfov,FL_81
1/20/2021 10:57,1/20/2021 10:59,IP Address,75.133.29.59,100,138,TRUE,1/20/2021 10:59,R_1ovDtAZ8tRfGtYJ,,,,,44.44549561,-83.35810089,anonymous,EN,A3P7AXWF57BHNX,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Female,United States of America,4-year College Degree,Business,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A3P7AXWF57BHNX,36U4VBVNQODC7S8KAIK9CVCL3F9URN,3L4D84MILZSSQ2HHSG93F9XZO49JHP,mediumfov,FL_79
1/20/2021 10:58,1/20/2021 11:03,IP Address,98.144.149.220,100,308,TRUE,1/20/2021 11:03,R_1q8Qg3anhpdqE7s,,,,,42.7256012,-87.8588028,anonymous,EN,A2EHH2ZFIRF1BF,TRUE,TRUE,TRUE,Yes,Yes,Yes,62,Male,United States of America,Some College,Botany,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2EHH2ZFIRF1BF,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,351SEKWQS0H1FUI09H354GAI06BMDN,easyfov,FL_77
1/20/2021 11:05,1/20/2021 11:06,IP Address,50.196.120.9,100,53,TRUE,1/20/2021 11:06,R_33m8oKQC6Syybmp,,,,,30.27549744,-81.58149719,anonymous,EN,A1B5SSGMTAQ9B5,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,"Professional Degree (JD, MD)",nursing,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1B5SSGMTAQ9B5,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3GGAI1SQEVYRA2CM9L8UKAS0F6ZMCN,easyfov,FL_77
1/20/2021 11:06,1/20/2021 11:09,IP Address,24.59.152.25,100,182,TRUE,1/20/2021 11:09,R_RWAsfjDY60xjSDL,,,,,43.11399841,-77.56890106,anonymous,EN,A22ABLVEI5EGPL,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,4-year College Degree,Mathematics,Firefox,84,Windows NT 10.0,1920x1080,,A22ABLVEI5EGPL,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3EFVCAY5L39ZXRGOPCFX2W40LLK8J0,hardmap,FL_82
1/20/2021 11:16,1/20/2021 11:19,IP Address,72.190.72.226,100,157,TRUE,1/20/2021 11:19,R_3lQtIDMSuFywbOk,,,,,33.13710022,-96.74880219,anonymous,EN,A2SMXW8QTM2BS5,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,4-year College Degree,Victims in a Building,Chrome,85.0.4183.121,Windows NT 10.0,1364x768,,A2SMXW8QTM2BS5,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,35L9RVQFCOI14ISB4FDHMB6A5K8HUK,mediummap,FL_80
1/20/2021 11:55,1/20/2021 11:58,IP Address,73.236.40.189,100,157,TRUE,1/20/2021 11:58,R_3elFPm42zPI7W2k,,,,,41.02659607,-80.34980011,anonymous,EN,A1V2H0UF94ATWY,TRUE,TRUE,TRUE,Yes,Yes,Yes,60,Male,United States of America,Some College,humanities,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1V2H0UF94ATWY,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,3TE3O857308590XCH0F5UWDO92LR27,hardfov,FL_81
1/20/2021 12:11,1/20/2021 12:14,IP Address,71.58.90.56,100,193,TRUE,1/20/2021 12:14,R_eY9xPGlPubd1njj,,,,,40.79570007,-77.86180115,anonymous,EN,A3VENK02U0X16N,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,Masters Degree,Music History,Chrome,86.0.4240.75,Windows NT 10.0,1536x864,,A3VENK02U0X16N,3AJA9FLWSCYAVB8BP6V1C3AR6WBFI5,33TIN5LC04AP6LUXG4MECFEZIVAY98,easymap,FL_78
1/20/2021 13:03,1/20/2021 13:06,IP Address,184.90.50.37,100,188,TRUE,1/20/2021 13:06,R_2wMEmqpLKdTKaw0,,,,,29.28660583,-81.0868988,anonymous,EN,A2ZDEERVRN5AMC,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,High School / GED,n/a,Chrome,87.0.4280.141,Windows NT 6.1,1920x1080,,A2ZDEERVRN5AMC,3PN6H8C9R4QYR9BHMC8Y75JNHCTDAT,3B4YI393V9WAFEENQ4UGBOVOTY6SS2,mediumfov,FL_79
1/20/2021 13:06,1/20/2021 13:08,IP Address,67.8.193.168,100,116,TRUE,1/20/2021 13:08,R_1eFbPLo5nJpNejN,,,,,28.90249634,-81.2480011,anonymous,EN,A1ROEDVMTO9Y3X,TRUE,TRUE,TRUE,Yes,Yes,Yes,50,Female,United States of America,Some College,business,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1ROEDVMTO9Y3X,3PN6H8C9R4QYR9BHMC8Y75JNHCTDAT,3E4GGUZ1T8RJMWKHRG68TKRAEAV2KT,mediummap,FL_80
1/20/2021 13:07,1/20/2021 13:10,IP Address,108.28.61.227,100,189,TRUE,1/20/2021 13:10,R_yWr0jy0VjjIEMdH,,,,,39.10629272,-76.86599731,anonymous,EN,A2UISTPVTDPOOG,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,accounting,Chrome,87.0.4280.141,Windows NT 10.0,2560x1440,,A2UISTPVTDPOOG,30UZJB2POHC33BX3YRB5MLHPYL353H,3QY7M81QH7MQ8XHNXSN3PB8IPQH7KE,easymap,FL_78
1/20/2021 13:03,1/20/2021 13:11,IP Address,75.75.110.135,100,461,TRUE,1/20/2021 13:11,R_2tDSsExmWYg0zgK,,,,,39.01800537,-77.53900146,anonymous,EN,A1PHDT66U6IK4Q,TRUE,TRUE,TRUE,Yes,Yes,Yes,67,Male,United States of America,4-year College Degree,chemistry,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A1PHDT66U6IK4Q,30UZJB2POHC33BX3YRB5MLHPYL353H,3X87C8JFV6BY2YZAY05BGOGNBALSQD,easyfov,FL_77
1/20/2021 13:03,1/20/2021 13:12,IP Address,67.240.189.72,100,543,TRUE,1/20/2021 13:12,R_2ZELECu4uWOtEjy,,,,,43.6598053,-70.25469971,anonymous,EN,A3SJVR4BROAIJO,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,Masters Degree,Art History,Chrome,87.0.4280.88,Macintosh,1280x720,,A3SJVR4BROAIJO,3PN6H8C9R4QYR9BHMC8Y75JNHCTDAT,3CTOC39K37QVXDB5F7NROW85A1H7JF,hardfov,FL_81
1/20/2021 13:04,1/20/2021 13:14,IP Address,108.41.104.169,100,607,TRUE,1/20/2021 13:14,R_2zAAEOIiDAGCvDl,,,,,40.62860107,-73.93900299,anonymous,EN,AAASQIW3J32OL,TRUE,TRUE,TRUE,Yes,Yes,Yes,60,Female,United States of America,4-year College Degree,Graphic Design,Chrome,87.0.4280.141,Windows NT 10.0,2560x1080,,AAASQIW3J32OL,30UZJB2POHC33BX3YRB5MLHPYL353H,30ZX6P7VF8VOBCEZ9V6WS5RXZLV2JU,hardmap,FL_82
1/20/2021 13:21,1/20/2021 13:23,IP Address,73.195.83.118,100,96,TRUE,1/20/2021 13:23,R_1ln98PwYhB2eKsB,,,,,40.07069397,-74.50689697,anonymous,EN,A1UCB0D27PY623,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Prefer not to answer,United States of America,Some College,Computer Science,Edge,87.0.664.75,Windows NT 10.0,3840x2160,,A1UCB0D27PY623,30UZJB2POHC33BX3YRB5MLHPYL353H,3PS7W85Z8Z2TPZV36YZF4YMK3TW9TY,mediumfov,FL_79
1/20/2021 13:10,1/20/2021 13:24,IP Address,76.105.14.4,100,849,TRUE,1/20/2021 13:24,R_1qdGZwOxY6JQZa8,,,,,38.68409729,-121.0675964,anonymous,EN,A2615YW1YERQBO,TRUE,TRUE,TRUE,Yes,Yes,Yes,55,Male,United States of America,Some College,electrical engineering,Chrome,88.0.4324.96,Windows NT 10.0,1920x1080,,A2615YW1YERQBO,30UZJB2POHC33BX3YRB5MLHPYL353H,3RU7GD8VPOTD2MYVYNQMGJQD6EZPSJ,easyfov,FL_77
1/20/2021 13:19,1/20/2021 13:26,IP Address,71.104.23.37,100,430,TRUE,1/20/2021 13:26,R_3LhcWBgCv9cGe28,,,,,40.71820068,-74.04759979,anonymous,EN,AN7Q89AU3RIZK,TRUE,TRUE,TRUE,Yes,Yes,Yes,34,Male,United States of America,Some College,Account,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,AN7Q89AU3RIZK,3PN6H8C9R4QYR9BHMC8Y75JNHCTDAT,3VHHR074H3H1S3Z5ISZ44BLXEQM7LH,mediumfov,FL_79
1/20/2021 13:26,1/20/2021 13:29,IP Address,209.159.202.223,100,201,TRUE,1/20/2021 13:29,R_r1jpoftuMEAwq3f,,,,,44.14149475,-103.2052002,anonymous,EN,A2196WCNDZULFS,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,Some College,Elementary Education,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A2196WCNDZULFS,3PN6H8C9R4QYR9BHMC8Y75JNHCTDAT,3CP1TO84PT1G4DZEKT22RV8SHK052B,mediummap,FL_80
1/20/2021 13:26,1/20/2021 13:29,IP Address,199.168.76.175,100,214,TRUE,1/20/2021 13:29,R_2s4kI328RvSJIrp,,,,,39.95640564,-85.96510315,anonymous,EN,A1PMZUBGXFANCI,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,High School / GED,Information Technologies,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1PMZUBGXFANCI,30UZJB2POHC33BX3YRB5MLHPYL353H,3K3R2QNK8B38PCAS63PP9U8MM739UP,hardmap,FL_82
